Epoch,Time,Loss,ACC
[58][25/88],10.404,0.169,0.940
[58][26/88],10.333,0.166,0.960
[58][27/88],11.726,0.330,0.920
[58][28/88],11.263,0.374,0.860
[58][29/88],10.255,0.205,0.940
[58][30/88],11.450,0.229,0.880
[58][31/88],11.077,0.403,0.920
[58][32/88],11.732,0.226,0.940
[58][33/88],11.495,0.163,0.960
[58][34/88],10.242,0.189,0.960
[58][35/88],12.097,0.332,0.860
[58][36/88],12.301,0.251,0.900
[58][37/88],12.550,0.300,0.880
[58][38/88],12.697,0.250,0.880
[58][39/88],10.711,0.159,0.940
[58][40/88],10.734,0.219,0.920
[58][41/88],12.518,0.265,0.900
[58][42/88],11.374,0.242,0.880
[58][43/88],11.648,0.111,0.980
[58][44/88],12.135,0.406,0.880
[58][45/88],10.485,0.222,0.960
[58][46/88],10.690,0.231,0.900
[58][47/88],11.424,0.193,0.880
[58][48/88],10.387,0.178,0.940
[58][49/88],11.334,0.239,0.900
[58][50/88],10.323,0.207,0.940
[58][51/88],11.315,0.219,0.900
[58][52/88],10.848,0.230,0.920
[58][53/88],11.894,0.227,0.940
[58][54/88],11.505,0.228,0.940
[58][55/88],10.835,0.216,0.940
[58][56/88],12.840,0.318,0.920
[58][57/88],10.901,0.181,0.920
[58][58/88],12.578,0.220,0.900
[58][59/88],10.552,0.184,0.940
[58][60/88],11.843,0.181,0.940
[58][61/88],12.263,0.175,0.940
[58][62/88],11.251,0.338,0.860
[58][63/88],11.702,0.292,0.920
[58][64/88],11.213,0.223,0.900
[58][65/88],12.000,0.143,0.980
[58][66/88],10.578,0.152,0.960
[58][67/88],11.347,0.162,0.960
[58][68/88],11.573,0.342,0.860
[58][69/88],13.228,0.133,0.940
[58][70/88],10.622,0.287,0.920
[58][71/88],12.310,0.252,0.880
[58][72/88],11.071,0.215,0.900
[58][73/88],12.226,0.221,0.900
[58][74/88],12.251,0.153,0.980
[58][75/88],12.993,0.203,0.900
[58][76/88],10.962,0.218,0.960
[58][77/88],11.199,0.138,0.940
[58][78/88],11.480,0.243,0.900
[58][79/88],12.066,0.174,0.940
[58][80/88],12.471,0.319,0.820
[58][81/88],12.472,0.201,0.920
[58][82/88],13.059,0.129,0.980
[58][83/88],12.960,0.261,0.940
[58][84/88],11.937,0.209,0.940
[58][85/88],11.342,0.384,0.880
[58][86/88],12.575,0.281,0.900
[58][87/88],12.634,0.144,0.980
[58][88/88],1.249,0.542,0.750
[59][1/88],11.345,0.232,0.880
[59][2/88],8.813,0.305,0.920
[59][3/88],11.651,0.201,0.900
[59][4/88],9.620,0.327,0.900
[59][5/88],9.767,0.109,0.960
[59][6/88],12.143,0.154,0.920
[59][7/88],9.028,0.363,0.840
[59][8/88],11.991,0.123,0.960
[59][9/88],10.856,0.319,0.880
[59][10/88],10.695,0.130,0.940
[59][11/88],10.705,0.088,0.960
[59][12/88],11.808,0.171,0.940
[59][13/88],11.068,0.150,0.960
[59][14/88],10.924,0.080,0.980
[59][15/88],10.349,0.282,0.920
[59][16/88],11.286,0.324,0.900
[59][17/88],11.468,0.143,0.960
[59][18/88],10.416,0.372,0.900
[59][19/88],10.917,0.292,0.880
[59][20/88],9.688,0.274,0.880
[59][21/88],11.087,0.124,0.980
[59][22/88],10.498,0.197,0.920
[59][23/88],10.645,0.272,0.880
[59][24/88],10.759,0.283,0.900
[59][25/88],10.736,0.146,0.940
[59][26/88],11.820,0.146,0.960
[59][27/88],12.300,0.217,0.920
[59][28/88],11.800,0.292,0.920
[59][29/88],11.268,0.291,0.900
[59][30/88],12.212,0.219,0.960
[59][31/88],10.474,0.396,0.920
[59][32/88],10.554,0.393,0.820
[59][33/88],11.577,0.147,0.960
[59][34/88],11.001,0.213,0.900
[59][35/88],12.479,0.209,0.940
[59][36/88],11.530,0.325,0.880
[59][37/88],11.531,0.202,0.940
[59][38/88],11.512,0.199,0.900
[59][39/88],12.183,0.247,0.920
[59][40/88],11.747,0.184,0.920
[59][41/88],11.774,0.141,0.960
[59][42/88],11.208,0.142,0.940
[59][43/88],11.039,0.200,0.920
[59][44/88],10.018,0.108,0.980
[59][45/88],11.829,0.303,0.880
[59][46/88],11.097,0.340,0.880
[59][47/88],11.462,0.143,0.980
[59][48/88],10.883,0.150,0.940
[59][49/88],12.026,0.181,0.920
[59][50/88],10.882,0.366,0.880
[59][51/88],12.099,0.249,0.940
[59][52/88],11.038,0.172,0.920
[59][53/88],10.896,0.182,0.940
[59][54/88],12.032,0.149,0.920
[59][55/88],11.897,0.180,0.920
[59][56/88],11.314,0.276,0.900
[59][57/88],11.966,0.169,0.920
[59][58/88],12.939,0.276,0.920
[59][59/88],11.491,0.317,0.900
[59][60/88],11.170,0.204,0.940
[59][61/88],11.578,0.255,0.900
[59][62/88],11.926,0.264,0.900
[59][63/88],12.823,0.342,0.900
[59][64/88],12.532,0.230,0.900
[59][65/88],11.375,0.274,0.920
[59][66/88],10.662,0.215,0.900
[59][67/88],12.964,0.289,0.900
[59][68/88],11.949,0.402,0.920
[59][69/88],11.772,0.318,0.840
[59][70/88],11.281,0.487,0.840
[59][71/88],11.154,0.197,0.960
[59][72/88],11.975,0.164,0.920
[59][73/88],11.244,0.159,0.960
[59][74/88],11.489,0.203,0.920
[59][75/88],11.399,0.366,0.900
[59][76/88],11.877,0.265,0.880
[59][77/88],10.960,0.268,0.900
[59][78/88],12.424,0.136,0.980
[59][79/88],10.988,0.159,0.940
[59][80/88],11.070,0.298,0.920
[59][81/88],11.726,0.392,0.860
[59][82/88],12.397,0.251,0.920
[59][83/88],13.102,0.285,0.860
[59][84/88],12.099,0.184,0.960
[59][85/88],12.330,0.153,0.960
[59][86/88],11.335,0.164,0.960
[59][87/88],10.584,0.139,0.960
[59][88/88],0.669,0.182,1.000
[60][1/88],9.481,0.191,0.920
[60][2/88],8.634,0.144,0.960
[60][3/88],9.315,0.142,0.940
[60][4/88],9.740,0.241,0.920
[60][5/88],10.534,0.169,0.940
[60][6/88],10.033,0.129,0.960
[60][7/88],10.131,0.294,0.900
[60][8/88],10.872,0.215,0.940
[60][9/88],11.379,0.329,0.840
[60][10/88],10.621,0.348,0.900
[60][11/88],10.989,0.306,0.900
[60][12/88],10.228,0.102,0.980
[60][13/88],8.612,0.263,0.900
[60][14/88],10.588,0.168,0.920
[60][15/88],10.454,0.102,0.980
[60][16/88],10.710,0.297,0.880
[60][17/88],10.119,0.379,0.900
[60][18/88],11.502,0.223,0.940
[60][19/88],10.121,0.455,0.880
[60][20/88],9.599,0.184,0.960
[60][21/88],10.185,0.201,0.900
[60][22/88],10.549,0.222,0.920
[60][23/88],11.366,0.170,0.940
[60][24/88],11.575,0.237,0.900
[60][25/88],11.456,0.297,0.860
[60][26/88],11.166,0.185,0.920
[60][27/88],11.094,0.385,0.800
[60][28/88],11.083,0.151,0.980
[60][29/88],11.425,0.245,0.940
[60][30/88],9.641,0.245,0.920
[60][31/88],11.363,0.189,0.920
[60][32/88],12.592,0.239,0.920
[60][33/88],11.228,0.129,0.960
[60][34/88],11.977,0.182,0.940
[60][35/88],9.847,0.218,0.920
[60][36/88],11.924,0.323,0.860
[60][37/88],10.839,0.439,0.860
[60][38/88],10.563,0.284,0.920
[60][39/88],10.888,0.267,0.860
[60][40/88],10.887,0.278,0.920
[60][41/88],11.343,0.211,0.940
[60][42/88],11.898,0.305,0.880
[60][43/88],11.754,0.096,0.980
[60][44/88],10.322,0.162,0.960
[60][45/88],11.183,0.264,0.920
[60][46/88],11.704,0.391,0.920
[60][47/88],11.595,0.155,0.940
[60][48/88],11.669,0.263,0.900
[60][49/88],11.350,0.145,0.940
[60][50/88],11.387,0.270,0.880
[60][51/88],10.957,0.170,0.960
[60][52/88],13.135,0.318,0.880
[60][53/88],9.748,0.254,0.920
[60][54/88],11.918,0.137,0.960
[60][55/88],11.520,0.451,0.860
[60][56/88],10.900,0.168,0.980
[60][57/88],12.089,0.380,0.860
[60][58/88],11.676,0.105,0.960
[60][59/88],12.605,0.219,0.920
[60][60/88],11.052,0.246,0.940
[60][61/88],11.609,0.288,0.880
[60][62/88],11.570,0.374,0.880
[60][63/88],11.837,0.155,0.980
[60][64/88],10.993,0.155,0.920
[60][65/88],12.034,0.085,0.980
[60][66/88],11.125,0.178,0.940
[60][67/88],11.855,0.163,0.920
[60][68/88],11.936,0.232,0.880
[60][69/88],11.239,0.189,0.940
[60][70/88],11.507,0.229,0.960
[60][71/88],10.318,0.265,0.920
[60][72/88],11.932,0.300,0.880
[60][73/88],12.463,0.192,0.920
[60][74/88],12.315,0.205,0.940
[60][75/88],11.185,0.173,0.920
[60][76/88],12.611,0.162,0.940
[60][77/88],10.432,0.248,0.920
[60][78/88],11.722,0.197,0.920
[60][79/88],11.743,0.271,0.880
[60][80/88],12.513,0.258,0.920
[60][81/88],12.721,0.319,0.860
[60][82/88],12.147,0.274,0.900
[60][83/88],12.382,0.329,0.880
[60][84/88],12.469,0.118,0.960
[60][85/88],12.138,0.201,0.920
[60][86/88],12.540,0.287,0.900
[60][87/88],11.350,0.138,0.960
[60][88/88],0.905,0.010,1.000
[61][1/88],9.445,0.240,0.920
[61][2/88],9.139,0.150,0.940
[61][3/88],10.304,0.228,0.940
[61][4/88],11.168,0.267,0.920
[61][5/88],10.400,0.116,0.980
[61][6/88],10.404,0.292,0.900
[61][7/88],11.751,0.115,0.940
[61][8/88],10.024,0.190,0.940
[61][9/88],10.202,0.155,0.960
[61][10/88],9.948,0.427,0.900
[61][11/88],10.615,0.129,0.940
[61][12/88],9.988,0.201,0.920
[61][13/88],10.965,0.249,0.900
[61][14/88],10.923,0.131,0.980
[61][15/88],11.493,0.269,0.920
[61][16/88],10.302,0.414,0.860
[61][17/88],10.944,0.220,0.900
[61][18/88],10.358,0.342,0.860
[61][19/88],10.902,0.137,0.920
[61][20/88],11.593,0.323,0.920
[61][21/88],12.131,0.251,0.920
[61][22/88],11.168,0.336,0.880
[61][23/88],11.718,0.323,0.940
[61][24/88],11.151,0.391,0.840
[61][25/88],10.661,0.139,0.980
[61][26/88],10.865,0.168,0.920
[61][27/88],12.253,0.177,0.960
[61][28/88],10.705,0.222,0.920
[61][29/88],11.271,0.221,0.940
[61][30/88],10.859,0.231,0.920
[61][31/88],11.569,0.159,0.920
[61][32/88],10.577,0.261,0.920
[61][33/88],11.666,0.265,0.920
[61][34/88],11.134,0.280,0.920
[61][35/88],11.565,0.219,0.920
[61][36/88],11.385,0.119,0.960
[61][37/88],11.230,0.459,0.820
[61][38/88],12.652,0.231,0.900
[61][39/88],10.663,0.283,0.900
[61][40/88],11.108,0.357,0.900
[61][41/88],11.905,0.113,0.980
[61][42/88],10.998,0.312,0.880
[61][43/88],10.937,0.277,0.900
[61][44/88],11.435,0.165,0.960
[61][45/88],11.365,0.178,0.960
[61][46/88],12.652,0.180,0.940
[61][47/88],12.155,0.172,0.920
[61][48/88],12.363,0.201,0.940
[61][49/88],10.787,0.149,0.940
[61][50/88],10.692,0.340,0.860
[61][51/88],10.015,0.224,0.900
[61][52/88],11.693,0.311,0.920
[61][53/88],11.815,0.182,0.940
[61][54/88],12.332,0.078,0.960
[61][55/88],12.121,0.321,0.880
[61][56/88],10.655,0.140,0.960
[61][57/88],12.806,0.202,0.920
[61][58/88],11.160,0.209,0.920
[61][59/88],10.993,0.315,0.880
[61][60/88],11.086,0.362,0.880
[61][61/88],12.264,0.276,0.880
[61][62/88],10.668,0.171,0.920
[61][63/88],10.750,0.132,0.980
[61][64/88],12.470,0.351,0.840
[61][65/88],12.436,0.129,0.960
[61][66/88],13.386,0.317,0.840
[61][67/88],11.559,0.326,0.880
[61][68/88],10.938,0.119,0.980
[61][69/88],12.348,0.143,0.940
[61][70/88],11.933,0.290,0.920
[61][71/88],10.303,0.147,0.960
[61][72/88],12.499,0.197,0.920
[61][73/88],12.309,0.177,0.920
[61][74/88],11.398,0.366,0.820
[61][75/88],11.587,0.306,0.880
[61][76/88],11.567,0.325,0.880
[61][77/88],11.443,0.310,0.920
[61][78/88],11.557,0.498,0.840
[61][79/88],12.345,0.174,0.940
[61][80/88],11.162,0.176,0.940
[61][81/88],13.074,0.142,0.960
[61][82/88],11.535,0.125,0.940
[61][83/88],10.807,0.387,0.880
[61][84/88],12.116,0.129,0.960
[61][85/88],11.511,0.172,0.920
[61][86/88],11.243,0.069,1.000
[61][87/88],12.405,0.187,0.920
[61][88/88],0.860,0.108,1.000
[62][1/88],10.240,0.232,0.900
[62][2/88],11.014,0.234,0.880
[62][3/88],9.628,0.276,0.920
[62][4/88],9.493,0.273,0.920
[62][5/88],10.303,0.278,0.880
[62][6/88],10.451,0.221,0.960
[62][7/88],10.470,0.246,0.900
[62][8/88],9.940,0.274,0.880
[62][9/88],9.763,0.275,0.920
[62][10/88],11.322,0.178,0.940
[62][11/88],11.093,0.289,0.880
[62][12/88],10.365,0.237,0.900
[62][13/88],9.863,0.193,0.900
[62][14/88],11.291,0.138,0.940
[62][15/88],11.364,0.174,0.920
[62][16/88],9.897,0.179,0.940
[62][17/88],11.004,0.159,0.960
[62][18/88],10.220,0.185,0.960
[62][19/88],10.615,0.204,0.940
[62][20/88],11.099,0.293,0.880
[62][21/88],10.478,0.142,0.940
[62][22/88],10.697,0.251,0.880
[62][23/88],9.708,0.290,0.900
[62][24/88],12.591,0.271,0.920
[62][25/88],10.873,0.197,0.940
[62][26/88],12.325,0.178,0.920
[62][27/88],10.363,0.307,0.880
[62][28/88],11.491,0.136,0.980
[62][29/88],9.817,0.192,0.940
[62][30/88],11.453,0.224,0.940
[62][31/88],10.941,0.271,0.920
[62][32/88],11.919,0.130,0.960
[62][33/88],11.162,0.390,0.880
[62][34/88],10.703,0.218,0.920
[62][35/88],9.816,0.290,0.880
[62][36/88],12.704,0.140,0.960
[62][37/88],11.039,0.311,0.840
[62][38/88],11.286,0.209,0.920
[62][39/88],11.270,0.324,0.900
[62][40/88],11.380,0.284,0.920
[62][41/88],10.301,0.333,0.880
[62][42/88],11.815,0.104,0.980
[62][43/88],11.885,0.172,0.940
[62][44/88],10.819,0.137,0.940
[62][45/88],12.706,0.186,0.940
[62][46/88],10.731,0.257,0.980
[62][47/88],10.915,0.157,0.940
[62][48/88],12.498,0.105,0.980
[62][49/88],10.956,0.130,0.960
[62][50/88],11.096,0.191,0.940
[62][51/88],12.113,0.190,0.960
[62][52/88],11.831,0.300,0.900
[62][53/88],11.912,0.290,0.900
[62][54/88],11.574,0.205,0.920
[62][55/88],11.498,0.341,0.920
[62][56/88],12.070,0.114,0.980
[62][57/88],12.336,0.158,0.940
[62][58/88],11.907,0.331,0.920
[62][59/88],10.433,0.316,0.880
[62][60/88],10.911,0.126,0.940
[62][61/88],10.600,0.476,0.840
[62][62/88],10.602,0.258,0.880
[62][63/88],11.856,0.157,0.940
[62][64/88],12.742,0.216,0.920
[62][65/88],11.373,0.292,0.860
[62][66/88],11.481,0.323,0.920
[62][67/88],11.386,0.426,0.860
[62][68/88],10.906,0.366,0.860
[62][69/88],10.306,0.150,0.940
[62][70/88],11.968,0.348,0.860
[62][71/88],11.076,0.184,0.940
[62][72/88],11.946,0.110,0.960
[62][73/88],11.421,0.266,0.900
[62][74/88],11.926,0.207,0.900
[62][75/88],11.721,0.203,0.960
[62][76/88],11.917,0.168,0.940
[62][77/88],12.934,0.266,0.900
[62][78/88],11.003,0.189,0.920
[62][79/88],12.238,0.270,0.900
[62][80/88],12.093,0.182,0.940
[62][81/88],11.573,0.367,0.860
[62][82/88],11.375,0.329,0.920
[62][83/88],11.793,0.307,0.860
[62][84/88],11.348,0.159,0.980
[62][85/88],12.127,0.200,0.940
[62][86/88],11.992,0.248,0.900
[62][87/88],11.967,0.156,0.940
[62][88/88],1.006,0.111,1.000
[63][1/88],8.973,0.358,0.840
[63][2/88],9.645,0.449,0.900
[63][3/88],11.286,0.136,0.980
[63][4/88],9.423,0.315,0.860
[63][5/88],10.422,0.149,0.960
[63][6/88],10.146,0.157,0.960
[63][7/88],10.847,0.189,0.920
[63][8/88],9.911,0.267,0.920
[63][9/88],10.097,0.188,0.920
[63][10/88],11.335,0.299,0.880
[63][11/88],9.780,0.276,0.940
[63][12/88],10.887,0.209,0.920
[63][13/88],11.055,0.456,0.840
[63][14/88],11.677,0.434,0.860
[63][15/88],10.602,0.139,0.940
[63][16/88],10.748,0.313,0.900
[63][17/88],10.783,0.113,0.960
[63][18/88],10.400,0.200,0.960
[63][19/88],10.529,0.224,0.920
[63][20/88],10.067,0.202,0.920
[63][21/88],10.795,0.274,0.920
[63][22/88],11.333,0.289,0.940
[63][23/88],11.097,0.300,0.860
[63][24/88],10.855,0.333,0.900
[63][25/88],11.805,0.191,0.920
[63][26/88],10.281,0.312,0.860
[63][27/88],10.582,0.164,0.960
[63][28/88],11.035,0.252,0.900
[63][29/88],11.349,0.216,0.920
[63][30/88],11.508,0.192,0.940
[63][31/88],10.648,0.297,0.900
[63][32/88],12.007,0.127,0.960
[63][33/88],10.862,0.163,0.940
[63][34/88],10.809,0.129,0.960
[63][35/88],11.233,0.251,0.900
[63][36/88],11.041,0.205,0.920
[63][37/88],9.529,0.166,0.920
[63][38/88],11.753,0.285,0.840
[63][39/88],10.852,0.186,0.940
[63][40/88],12.876,0.188,0.880
[63][41/88],11.437,0.153,0.980
[63][42/88],12.730,0.300,0.920
[63][43/88],11.571,0.252,0.920
[63][44/88],12.098,0.143,0.940
[63][45/88],10.497,0.149,0.960
[63][46/88],11.979,0.220,0.920
[63][47/88],11.645,0.271,0.920
[63][48/88],11.513,0.189,0.920
[63][49/88],12.722,0.273,0.900
[63][50/88],9.976,0.077,1.000
[63][51/88],11.393,0.228,0.920
[63][52/88],11.131,0.301,0.840
[63][53/88],10.618,0.277,0.900
[63][54/88],11.128,0.220,0.940
[63][55/88],13.119,0.215,0.920
[63][56/88],10.265,0.206,0.900
[63][57/88],11.224,0.199,0.940
[63][58/88],11.006,0.137,0.960
[63][59/88],11.418,0.415,0.880
[63][60/88],11.561,0.154,0.960
[63][61/88],11.740,0.161,0.940
[63][62/88],10.706,0.313,0.880
[63][63/88],12.204,0.219,0.920
[63][64/88],12.557,0.483,0.840
[63][65/88],11.930,0.178,0.980
[63][66/88],11.703,0.182,0.960
[63][67/88],11.102,0.234,0.860
[63][68/88],11.577,0.246,0.920
[63][69/88],12.645,0.172,0.920
[63][70/88],12.050,0.169,0.920
[63][71/88],12.664,0.233,0.900
[63][72/88],11.496,0.499,0.800
[63][73/88],11.704,0.178,0.960
[63][74/88],11.413,0.192,0.920
[63][75/88],11.482,0.151,0.960
[63][76/88],11.362,0.197,0.960
[63][77/88],11.382,0.210,0.960
[63][78/88],12.417,0.329,0.880
[63][79/88],12.247,0.160,0.940
[63][80/88],12.728,0.105,1.000
[63][81/88],12.862,0.227,0.880
[63][82/88],12.523,0.396,0.900
[63][83/88],11.491,0.194,0.940
[63][84/88],12.501,0.281,0.900
[63][85/88],12.963,0.284,0.880
[63][86/88],12.672,0.215,0.920
[63][87/88],12.528,0.077,0.980
[63][88/88],1.006,0.058,1.000
[64][1/88],10.557,0.210,0.900
[64][2/88],9.920,0.213,0.880
[64][3/88],10.539,0.137,0.960
[64][4/88],10.694,0.213,0.940
[64][5/88],9.954,0.129,0.940
[64][6/88],9.954,0.333,0.880
[64][7/88],10.461,0.216,0.980
[64][8/88],10.485,0.309,0.900
[64][9/88],10.507,0.231,0.900
[64][10/88],9.624,0.247,0.900
[64][11/88],10.445,0.235,0.860
[64][12/88],11.833,0.447,0.860
[64][13/88],10.159,0.216,0.920
[64][14/88],12.160,0.180,0.940
[64][15/88],9.910,0.419,0.840
[64][16/88],10.597,0.257,0.940
[64][17/88],10.456,0.217,0.920
[64][18/88],11.044,0.151,0.920
[64][19/88],11.560,0.187,0.920
[64][20/88],11.477,0.149,0.960
[64][21/88],11.307,0.298,0.920
[64][22/88],11.498,0.181,0.940
[64][23/88],11.712,0.487,0.840
[64][24/88],10.914,0.363,0.880
[64][25/88],10.632,0.314,0.920
[64][26/88],12.334,0.237,0.900
[64][27/88],11.977,0.169,0.960
[64][28/88],9.812,0.241,0.920
[64][29/88],10.327,0.156,0.960
[64][30/88],10.412,0.188,0.920
[64][31/88],11.357,0.244,0.900
[64][32/88],11.951,0.249,0.940
[64][33/88],12.324,0.277,0.900
[64][34/88],10.777,0.390,0.880
[64][35/88],11.248,0.170,0.960
[64][36/88],11.612,0.241,0.920
[64][37/88],12.330,0.473,0.860
[64][38/88],10.980,0.277,0.900
[64][39/88],10.834,0.232,0.920
[64][40/88],11.383,0.159,0.940
[64][41/88],11.934,0.140,0.980
[64][42/88],12.008,0.163,0.940
[64][43/88],11.274,0.243,0.920
[64][44/88],10.639,0.189,0.920
[64][45/88],11.918,0.152,0.920
[64][46/88],11.699,0.167,0.940
[64][47/88],10.839,0.203,0.920
[64][48/88],10.567,0.234,0.940
[64][49/88],10.406,0.288,0.900
[64][50/88],11.656,0.117,0.980
[64][51/88],10.843,0.321,0.880
[64][52/88],12.189,0.126,0.980
[64][53/88],10.516,0.240,0.920
[64][54/88],12.323,0.148,0.940
[64][55/88],11.559,0.311,0.860
[64][56/88],11.818,0.136,0.980
[64][57/88],11.630,0.265,0.880
[64][58/88],11.143,0.158,0.940
[64][59/88],12.014,0.218,0.960
[64][60/88],11.213,0.210,0.960
[64][61/88],11.012,0.188,0.940
[64][62/88],11.356,0.256,0.940
[64][63/88],12.002,0.254,0.900
[64][64/88],11.527,0.154,0.960
[64][65/88],11.312,0.309,0.920
[64][66/88],11.660,0.169,0.940
[64][67/88],10.594,0.206,0.920
[64][68/88],11.657,0.237,0.860
[64][69/88],12.116,0.228,0.940
[64][70/88],12.086,0.225,0.920
[64][71/88],11.322,0.270,0.900
[64][72/88],12.350,0.247,0.920
[64][73/88],11.659,0.140,0.960
[64][74/88],12.058,0.272,0.880
[64][75/88],10.473,0.213,0.900
[64][76/88],11.542,0.180,0.940
[64][77/88],11.378,0.170,0.920
[64][78/88],12.181,0.162,0.920
[64][79/88],13.539,0.298,0.900
[64][80/88],11.611,0.384,0.880
[64][81/88],11.597,0.235,0.940
[64][82/88],12.202,0.155,0.940
[64][83/88],13.729,0.231,0.920
[64][84/88],11.479,0.210,0.920
[64][85/88],12.272,0.247,0.900
[64][86/88],12.348,0.340,0.860
[64][87/88],12.155,0.194,0.920
[64][88/88],1.173,0.239,0.750
[65][1/88],10.847,0.267,0.940
[65][2/88],10.960,0.240,0.900
[65][3/88],10.141,0.341,0.900
[65][4/88],9.822,0.496,0.880
[65][5/88],10.054,0.136,0.960
[65][6/88],10.642,0.217,0.940
[65][7/88],10.748,0.246,0.920
[65][8/88],11.525,0.312,0.880
[65][9/88],9.543,0.107,0.980
[65][10/88],10.123,0.139,0.960
[65][11/88],10.376,0.211,0.920
[65][12/88],11.611,0.149,0.960
[65][13/88],11.532,0.432,0.820
[65][14/88],10.212,0.192,0.980
[65][15/88],10.979,0.266,0.940
[65][16/88],10.203,0.226,0.940
[65][17/88],10.952,0.188,0.980
[65][18/88],11.173,0.272,0.880
[65][19/88],10.647,0.163,0.960
[65][20/88],11.717,0.148,0.960
[65][21/88],10.127,0.487,0.860
[65][22/88],11.099,0.095,0.960
[65][23/88],10.525,0.224,0.940
[65][24/88],10.310,0.148,0.960
[65][25/88],11.839,0.193,0.960
[65][26/88],10.722,0.199,0.920
[65][27/88],11.859,0.202,0.960
[65][28/88],10.782,0.207,0.900
[65][29/88],11.144,0.232,0.900
[65][30/88],10.915,0.163,0.960
[65][31/88],10.805,0.233,0.920
[65][32/88],12.503,0.152,0.960
[65][33/88],10.516,0.175,0.920
[65][34/88],11.793,0.184,0.920
[65][35/88],11.933,0.204,0.940
[65][36/88],10.999,0.253,0.900
[65][37/88],12.048,0.249,0.920
[65][38/88],11.699,0.152,0.940
[65][39/88],10.945,0.188,0.940
[65][40/88],11.366,0.212,0.920
[65][41/88],11.107,0.243,0.900
[65][42/88],12.114,0.320,0.900
[65][43/88],11.376,0.238,0.880
[65][44/88],10.640,0.151,0.960
[65][45/88],12.796,0.297,0.880
[65][46/88],11.198,0.285,0.880
[65][47/88],10.631,0.113,0.980
[65][48/88],11.798,0.318,0.860
[65][49/88],10.869,0.234,0.900
[65][50/88],10.627,0.241,0.940
[65][51/88],10.755,0.230,0.880
[65][52/88],12.251,0.147,0.940
[65][53/88],11.801,0.238,0.900
[65][54/88],12.044,0.171,0.940
[65][55/88],11.118,0.198,0.940
[65][56/88],12.115,0.311,0.840
[65][57/88],13.000,0.165,0.920
[65][58/88],12.044,0.258,0.920
[65][59/88],10.265,0.276,0.920
[65][60/88],11.798,0.319,0.820
[65][61/88],11.899,0.189,0.940
[65][62/88],11.229,0.270,0.900
[65][63/88],10.943,0.163,0.940
[65][64/88],11.102,0.340,0.880
[65][65/88],11.537,0.149,0.940
[65][66/88],12.113,0.104,0.980
[65][67/88],12.156,0.200,0.900
[65][68/88],12.065,0.252,0.920
[65][69/88],11.410,0.178,0.940
[65][70/88],12.015,0.269,0.940
[65][71/88],11.672,0.286,0.940
[65][72/88],11.902,0.292,0.880
[65][73/88],11.011,0.239,0.920
[65][74/88],10.360,0.310,0.900
[65][75/88],12.206,0.230,0.860
[65][76/88],12.485,0.208,0.900
[65][77/88],12.007,0.283,0.920
[65][78/88],12.494,0.237,0.920
[65][79/88],12.208,0.354,0.840
[65][80/88],11.352,0.250,0.880
[65][81/88],12.010,0.225,0.920
[65][82/88],11.326,0.315,0.860
[65][83/88],11.735,0.364,0.920
[65][84/88],10.878,0.138,0.960
[65][85/88],12.243,0.188,0.960
[65][86/88],13.489,0.323,0.860
[65][87/88],12.709,0.249,0.920
[65][88/88],1.344,0.011,1.000
[66][1/88],10.636,0.127,0.940
[66][2/88],10.439,0.176,0.920
[66][3/88],10.519,0.360,0.840
[66][4/88],9.741,0.214,0.940
[66][5/88],10.916,0.261,0.920
[66][6/88],11.736,0.139,0.940
[66][7/88],9.681,0.315,0.860
[66][8/88],10.702,0.105,1.000
[66][9/88],11.327,0.227,0.920
[66][10/88],11.307,0.223,0.900
[66][11/88],10.077,0.206,0.940
[66][12/88],10.969,0.415,0.800
[66][13/88],10.276,0.143,0.940
[66][14/88],9.099,0.169,0.940
[66][15/88],9.906,0.224,0.920
[66][16/88],10.413,0.137,0.940
[66][17/88],10.759,0.402,0.820
[66][18/88],11.956,0.368,0.880
[66][19/88],9.911,0.084,1.000
[66][20/88],10.834,0.437,0.860
[66][21/88],11.477,0.160,0.960
[66][22/88],11.864,0.155,0.920
[66][23/88],11.494,0.207,0.900
[66][24/88],11.824,0.192,0.920
[66][25/88],11.649,0.204,0.940
[66][26/88],11.037,0.171,0.940
[66][27/88],11.384,0.120,0.980
[66][28/88],10.964,0.254,0.940
[66][29/88],10.586,0.149,0.960
[66][30/88],10.790,0.248,0.920
[66][31/88],11.368,0.258,0.940
[66][32/88],11.396,0.244,0.940
[66][33/88],11.147,0.213,0.920
[66][34/88],12.049,0.383,0.940
[66][35/88],10.692,0.228,0.960
[66][36/88],11.238,0.276,0.900
[66][37/88],11.665,0.149,0.960
[66][38/88],11.297,0.275,0.940
[66][39/88],11.498,0.183,0.940
[66][40/88],11.062,0.201,0.940
[66][41/88],10.813,0.175,0.940
[66][42/88],11.276,0.361,0.880
[66][43/88],11.513,0.170,0.920
[66][44/88],11.886,0.191,0.900
[66][45/88],10.696,0.209,0.920
